STT,CÂU HỎI,CÂU TRẢ LỜI
581,Mọi người cho em hỏi là trường mình có lễ khai giảng không ạ? Và nếu có thì sẽ khai giảng vào ngày mấy ạ? Em xin cảm ơn,"Anh đính chính lại là Trường Đại học Sư phạm TP.HCM vẫn có tổ chức lễ khai giảng, kết hợp với hội UP truyền thống của Trường em nhé"
582,"anh chị ơi cho em hỏi, em đã hoàn thành xong thủ tục nhập học trực tiếp rồi nhưng vì lí do cá nhân em muốn thôi học và rút hồ sơ thì phải làm như nào vậy ạ. Em cảm ơn mọi người","Chào bạn,"
,,"Về vấn đề rút hồ sơ, bạn vui lòng liên hệ với Phòng Công tác Chính trị và Học sinh Sinh viên của Trường để được tư vấn cụ thể hơn nhé."
,,"Địa chỉ: A.108, A.109, A.110, 280 An Dương Vương, P.4, Q.5, TP. HCM"
,,"Điện thoại: 028 3835 2020 - Ext: 127, 128, 143"
,,Website: http://phongctct.hcmue.edu.vn
,,Email: phongctct@hcmue.edu.vn
583,Cho em hỏi là lịch shcd có thể đi ké ngày của ngành khác được không ạ ?,Được em nhé.
584,"Mọi người cho em hỏi là vì sao em không xem được thời khóa biểu của mình ạ? Thời khóa biểu của em bị trống tất cả các tuần luôn ạ, em bị như vậy 3 ngày nay rồi ạ.",Kiểm tra lại bạn đã chọn đúng tuần chưa?
,,
,,bạn có thể nhấn nút in tkb nếu không có gì
,,hoặc chọn từ tuần số 3 trở đi
,,k thì mình đợi thêm 1 2 ngày gì đó ha
585,Cho em hỏi trong hồ sơ nhập học có giấy xác nhận vắng mặt nvqs ở địa phương mà muốn có giấy đó thì phải có giấy xác nhận nhập học của trường thì mình mới lấy được đúng hông vậy anh chị,đúng rồi em
586,Sau khi hoàn thành thủ tục nhập học thì sinh viên sẽ sinh hoạt công dân theo lịch và bắt đầu học theo thời khóa biểu đúng không ạ,Lịch học và lịch SHCD học đúng theo lịch hiện có
587,"Thể dục có đồng phục riêng kh ạ, nếu kh thì trang phục như thế nào là phù hợp ạ","Có đồng phục nhưng 1 2 tuần đầu chưa kịp mua thì có thể mặc đồng phục thể dục cấp 3 hoặc quần áo lịch sự phù hợp với việc vận động học thể dục (tránh mặt các đồ như quần jean, áo crop top, quần tây, áo sơ mi,...)"
588,Phần tài liệu học mình có phải chuẩn bị trước gì không ạ,khi vào học buổi đầu giảng viên sẽ giới thiệu phần tài liệu
589,Về phần thẻ sinh viên thì khi nào mình làm vậy ạ ,Thẻ sinh viên trường sẽ phát sau và không phải làm gì hết
590,Dạ cho em hỏi sau khi nộp hồ sơ trực tiếp thì thời gian nào mình sẽ khai giảng năm học với tham gia sinh hoạt công dân ạ? Em cảm ơn!,"Lịch Sinh hoạt công dân của K49 có trên fanpage Phòng CTCT và Học sinh, sinh viên Trường Đại học Sư phạm TP.HCM"
591,Cho em hỏi quần áo thể dục mình mua ở đâu vậy ạ ,"bạn đợi buổi học thể dục đầu tiên gặp giáo viên dạy á, họ sẽ thông báo rõ hơn về việc mua đồng phục"
,,
592,Anh chị cho e hỏi trước đây trường có tổ chức thi bằng lái cho sinh viên bao giờ chưa ạ?,Em theo dõi fanpage của Đoàn Thanh niên - Hội sinh viên Trường https://www.facebook.com/youth.hcmue hoặc Trung tâm Hỗ trợ sinh viên và Phát triển khởi nghiệp HCMUE để khi có thông báo về các lớp thi bằng lái xe thì mình sẽ kịp thời cập nhật nhé.
593,cho em hỏi muốn mua giáo trình mình mua ở đâu ạ. Em cảm ơn,"Em có thể liên hệ NXB Trường Đại học Sư phạm TP. HCM để mua em nhé, NXB nằm ở dãy A, tầng trệt."
594,Dạ cho em hỏi vs là mấy cái mk mail em quên ko chụp lại rồi thì giờ phải làm sao ạ,Em truy cập https://tracuu.hcmue.edu.vn/matkhau và tra cứu theo MSSV và CCCD của mình nhé
,,
595,Kí túc xá có bàn nhỏ ở mỗi giường không ạ?,phòng lúc tui mới dô là chưa có bàn nên phải tự mua bàn á
596,Kí túc xá có được phép sử dụng máy sấy tóc không ạ?,được em
597,"Kí túc xá nếu giặt đồ xong thì mình sẽ phơi đồ ở đâu, ở ngoài ban công hay sẽ có 1 sân để phơi đồ riêng",trong phòng tui có cây phơi đồ giặt xong là lấy móc treo lên cây đó nè.
598,Vừa vào kí túc xá thì có cần sắm sửa gì nhiều không ạ,"Mình chỉ có những thứ cơ bản như giường, móc, máy giặt, chén, muỗng, đũa,... ngoài ra cần tự chuẩn bị. Bà có thể hỏi mấy chị để xin xem phòng trước nhe, nên lên coi thử mình cần gì r mua, dọn đồ vào trước r mình đi k sao nha"
599,ở kí túc xá có được treo rèm hay mùng không ạ?,"Phòng tui mấy chị cho á, nhưng mà cũng không cần thiết nhe"
600,Lúc làm thủ tục để vào ở thì phụ huynh có được lên cùng để hỗ trợ sắp xếp đồ k vậy ạ?,"Hôm đó mẹ tui với ba tui lên. Nói chung mấy chị cũng cho vào, nhưng phụ huynh nữ vào thì tiện hơn nhe, ba hay anh thì nên đứng ở ngoài, xách cái nào nặng quá k nổi thì nhờ họ vào 1 chút r ra cũng được nha"
601,Dạ cho e hỏi ngày sinh hoạt công dân trực tiếp vì có chuyện bất đắc dĩ nên em không tham gia được chỉ tham gia shcd trực tuyến có được ko ạ . Em cảm ơn nhiều ạ,Chào em.
,,Có thể được em nhé.
602,"Cho e hỏi e bị đau mới từ bệnh viện về thì mai shcd nếu không đi được thì mình xin phép như nào ạ, em cảm ơn ạ",Chào em.
,,Không sao em nhé.
603,Cho e hỏi có đăng kí đồng phục thể dục chưa ạ ? Và thông thường mik sẽ đăng kí ở đâu ạ,"Em cứ yên tâm, vài buổi đầu thì em chỉ cần mặc đồ nào giãn giãn cho dễ tập, hoặc mặc lại đồ thể dục cấp 3 nhé, vào buổi học đầu đó, giảng viên sẽ hướng dẫn và nói cách đăng ký áo đồng phục thể dục như thế nào em nhé."
604,Cho mình hỏi là giấy nghị định 116 khi nào mới bổ sung vậy ạ đợt mình lên trường nộp hồ sơ trực tiếp hong thấy có trong mục á,Chào em.
,,Em vui lòng theo dõi thông báo trên trang fanpage của Trường và fanpage của phòng CTCT&HSSV của Trường nhé.
605,Dạ anh chị cho e hỏi việc làm thẻ sinh viên như nào vậy ạ và khoảng bao lâu thì có ạ. Em cảm ơn ạ,"Thường là tầm sau khi vào HKI tầm 1, 2 tuần là có nhé."
,,
,,"trường tự làm cho mình nhé, khi nào có thì trường đưa nhau"
606,Anh chị cho em hỏi là sinh hoạt công dân trực tuyến với trực tiếp là chung 1 ngày luôn phải không ạ,Chào em.
,,Trên fanpage phòng CTCT&HSSV của Trường đã đăng lịch SHCD chi tiết rồi nhé.
,,Với lại SHCD offline và online (trên VLE) không cùng 1 ngày nhé.
607,cho em hỏi tham gia sinh hoạt công dân offline rồi là không cần tham gia online phải không,"bắt buộc cả 2 nhé, em vui lòng đọc kỹ lại bài đăng trên fanpage của Phòng Công tác chính trị và Học sinh, sinh viên của Trường nhé."
608,Dạ anh cho em hỏi là Mình thi ĐGNL như thế nào vậy ạ với hình thức như thế nào ạ vì em hiện tại là 2k6 vẫn chưa biết thi đánh giá năng lực chuyên biệt của trường HCMUE như thế nào mong anh tư vấn giúp em vs ạ em xin cảm ơn ạ,"Thí sinh sẽ thi bằng máy tính của Trường nhé, gồm có bài luận (đối với môn Ngữ văn) và tự luận ngắn và trắc nghiệm (đối với các môn còn lại)"
609,"Mọi người cho mình hỏi muốn xem môn đó mình học vào thứ mấy , sáng hay chiều thì xem ở đâu vậy ạ","bạn vào trang online bên trái có mục xem thời khóa biểu - lịch thi, rồi chọn tuần để xem thời khóa biểu"
610,"Dạ cho em hỏi, em học ở trường 1 năm sau đó xin chuyển qua trường khác có được không ạ, em học khối ngành ngoài sư phạm ạ. Em cảm ơn","Em chỉ được chuyển Trường khi có sự đồng ý của Hiệu trưởng 2 Trường thôi nhé, còn không thì em không thể chuyển được."
611,Cho em hỏi muốn xem kết quả có được nhận vào ký túc xá không thì xem ở đâu ạ,"Bạn theo dõi trang page Phòng CTCT và Học sinh, sinh viên Trường Đại học Sư Phạm TP.HCM Facebook"
,,Nếu kết bạn đã được xét vào kí túc xá theo dõi https://www.facebook.com/congthongtinkytucxa.dhsp.hcm để nắm thông tin về thời gian làm thủ tục nội trú.
612,Cho em hỏi trang phục mỗi ngày đi học có được mặc quần/váy ngắn không ạ,váy thì phải dài qua đầu gối nha
613,Cho em xin lịch tổ chức khám sức khoẻ cho tân sinh viên là khi nào ạ,Ngày nhập học trực tiếp là khám sức khỏe luôn á 
614,"Dạ a chị cho e hỏi, em muốn chuyển lớp thì làm đơn như thế nào ạ","Chúng ta chỉ học chung với nhau vào học kỳ 1 thôi vì học kỳ 1 thời khóa biểu của các bạn là trường sắp xếp, còn vào các học kỳ trở về sau là chúng ta tự sắp xếp thời khóa biểu cho mình nên chuyện học chung lớp thì cũng có nhưng chắc được vài bạn thôi còn lại là học chung với lớp khác, có khi còn học chung với khoa khác nữa"
,,
,,Lớp Sinh viên đồng hành cùng nhau HK1 thôi nè và chỉ hoạt động lớp Đoàn Hội cùng nhau còn học cùng lớp các kì sau hiếm đc nguyên lớp lắm. Sẽ học cùng với các bạn lớp khác. Nên không cần chuyển lớp làm gì nhe em
615,Cho em hỏi cái email sinh viên lấy ở đâu vậy ạ,"Chào em, em vui lòng đăng nhập hệ thống tra cứu (https://tracuu.hcmue.edu.vn/matkhau) để nhận thông tin về email sinh viên nhé"
616,Mn ơi cho em hỏi là ngày nộp hồ sơ có cần đem hình thẻ theo không ạ,có đối với bạn đk kí túc xá còn lại cứ đem theo phòng hờ nha
617,"Dạ em chào mọi người ạ, cho em hỏi là em có thể bổ sung thông tin về sức khỏe sau được không ạ, tại vì em điền thiếu mà nó cũng ảnh hưởng đến thể chất ấy ạ, em cảm ơn mọi ngư","Về vấn đề này, em gửi thư về mail hopthusinhvien@hcmue.edu.vn và trình bày cụ thể nhé."
618,"Anh chị duyệt hồ sơ bên KTX cho em hỏi, em thuộc diện ba mẹ là dân tộc thiểu số thì chắc chắn sẽ được duyệt ngay 1 ngày phải không ạ. Em thuộc dân tộc Khmer ạ. Dùng bản sao để chứng minh pk ạ.",Đúng rồi em
,,"Đc duyệt, đc ở ngay trong ngày luôn nha"
,,Bạn thuộc diện dân tộc thiểu số thì được vô kí túc xá luôn nha
619,"Cho em hỏi muốn xem kết quả đăng ký ktx thì xem ở đâu ạ, e cám ơn",bạn theo dõi page https://www.facebook.com/phongctct.hcmue nha
620,Muốn có cái giấy hoãn nghĩa vụ quân sự thì phải có giấy chứng nhận học sinh sinh viên. Nhưng em quê ở tận Bình Định ngày 6 mới vào thì mới nhận được giấy chứng nhận nhưng quay về quê để nộp giấy rồi ngày 8 nộp cho trường thì không kịp ạ.,"Bạn có thể đem giấy nhập học đến ban chỉ huy quân sự để xác nhận nha, sau này bổ sung giấy chứng nhận sinh viên sau"
621,Mình muốn xin giấy xác nhận để vay vốn ở địa phương thì liên hệ ở đâu ạ,"Bạn liên hệ phòng Công tác chính trị nha. Bạn theo dõi tại đây H... - Phòng CTCT và Học sinh, sinh viên Trường Đại học Sư phạm TP.HCM | Facebook"
622,Mình tra cứu kết quả nhập học này ở đâu vậy ạ,
623,Các a/c cho em hỏi trường mình có các CLB nào vậy ạ Em cảm ơn nhiều ạaa,Hãy đến với HCMUE International Exchange Club - HCMUE I.E.C
624,"Dạ anh chị ơi, cho em hỏi là học ở trường mình có cho nhuộm tóc màu nổi không ạ? Em cảm ơn.","Không có quy định về việc nhuộm tóc như nào nha, màu nào cũng được nhưng đừng quá phản cảm tại đây là môi trường sư phạm ý, cũng tùy thầy cô nữa, nổi quá bị để ý á"
625,Dạ cho em hỏi là trường mình có thang máy với máy lạnh ở các cơ sở không ạ,"Cơ sở chính có thang máy, còn kí túc xá và cơ sở 2 thì không có nha, và hầu hết các phòng đều dùng quạt, kể cả có máy lạnh nè"
626,Dạ trường mình có gửi giấy trúng tuyển về không ạ,Sẽ có web để tra rồi tải giấy báo trúng tuyển á
627,"trường mình học có máy lạnh không ạ, ý em là mát ko ạ....","Không có đâu bé ơi , trời hè thì mát cũng cỡ lò luyện đan à... Mấy phòng lớn học các môn chính trị, quốc phòng đông đông là bao ngộp"
628,Dạ ac cho em hỏi là em chỉ đặt 1 NV mà đã đủ điều kiện trúng tuyển của trường mình thôi thì có được không ạ?,"Nếu trúng tuyển sớm và bạn thấy nó hợp với bạn nhất không nuôi mộng mơ khác thì cứ 1 Nv thôi, dù gì đã trúng sớm nên đâu rớt được"
629,Dạ mọi người ơi cho em hỏi ngành ngôn ngữ Trung học cơ sở nào vậy ạ,"Ngành nào cũng chạy 3 cơ sở hết nè, mà đa số các môn đều học tại cơ sở chính nằm ở quận 5. Chỉ có vài môn mới phải chạy cơ sở thui, nhưng không tới nỗi ngày chạy 3 cơ sở đâu. Ví dụ như sáng quận 3 hoặc 11, trưa quận 5 . Học thể dục thì có thể học tại trường/ công viên Lê Thị Riêng tùy hỉ nhe!"
630,Dạ cho em hỏi là hiện tại học phí tại trường của nhóm ngành ngôn ngữ(vd: ngành ngôn ngữ Trung) thì khoảng bao nhiêu vậy ạ? Em cảm ơn ạ,Tầm 9tr8 (s2) nha
